"lang"
{
	"Language"		"English"
"DOTA_Tooltip_ability_item_dimensional_predictor_active_duration"				"Active Duration:"

"DOTA_Tooltip_modifier_dimensional_predictor_charged_dummy"						"Weapon is charged" 
"DOTA_Tooltip_modifier_dimensional_predictor_charged_dummy_cd"					"Weapon is charging" 
"DOTA_Tooltip_modifier_dimensional_predictor_active"							"Hided from minimap" 
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\dimensional_predictor.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\double_crit.txt' begin 
"DOTA_Tooltip_Ability_item_double_crit"								"Icarus & Daedalus"
"DOTA_Tooltip_Ability_item_double_crit_description"					"<h1>Passive: Critical Strike</h1> Grants each attack a chance to deal additional damage."
"DOTA_Tooltip_Ability_item_double_crit_crit_chance"					"%CHANCE:"
"DOTA_Tooltip_Ability_item_double_crit_crit_bonus"					"%CRITICAL:"
"DOTA_Tooltip_Ability_item_double_crit_bonus_damage"				"+$damage"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\double_crit.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\double_diff.txt' begin 
"DOTA_Tooltip_Ability_item_double_diff"								"Sacred Blades"
"DOTA_Tooltip_Ability_item_double_diff_Description"					"<h1>Active: Purge</h1> If cast on an enemy, removes buffs from the target and slows it for 4.0 seconds. If cast on an ally, purges most debuffs.\n<h1>Passive: Greater Mana Burn</h1> Each attack burns mana of the target, and deals a percentage of the burned mana as physical damage."
"DOTA_Tooltip_Ability_item_double_diff_bonus_agi"					"+$agi"
"DOTA_Tooltip_Ability_item_double_diff_bonus_int"					"+$int"
"DOTA_Tooltip_Ability_item_double_diff_mana_burn"					"MANA BURN:"
"DOTA_Tooltip_ability_item_double_diff_burn_pct"					"%MANA BURN:"
"DOTA_Tooltip_Ability_item_double_diff_burn_to_damage"				"%BURNED MANA TO DAMAGE:"
"DOTA_Tooltip_Ability_item_double_diff_purge_slow_duration"			"SLOW DURATION:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\double_diff.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\echo_sabre.txt' begin 
"DOTA_Tooltip_Ability_item_echo_sabre_2"								"Echo Sabre 2"
"DOTA_Tooltip_modifier_echo_sabre_2_debuff"								"Echo Sabre Slow"
"DOTA_Tooltip_modifier_echo_sabre_2_debuff_Description"					"Movement and attack speed reduced by 100%%"
"DOTA_Tooltip_Ability_item_echo_sabre_2_Description"			        "Passive: Causes melee attacks to attack twice in quick succession. The double attacks apply a %slow_duration% second %movement_slow%%% movement and attack speed slow on each strike."
"DOTA_Tooltip_Ability_item_echo_sabre_2_bonus_intellect"              	"+$int"
"DOTA_Tooltip_Ability_item_echo_sabre_2_bonus_strength"               	"+$str"
"DOTA_Tooltip_Ability_item_echo_sabre_2_bonus_attack_speed"           	"+$attack"
"DOTA_Tooltip_Ability_item_echo_sabre_2_bonus_damage"                 	"+$damage"
"DOTA_Tooltip_Ability_item_echo_sabre_2_bonus_mana_regen"             	"+$mana_regen"
"DOTA_Tooltip_Ability_item_echo_sabre_2_movement_slow"                	"%MOVEMENT SLOW:"
"DOTA_Tooltip_Ability_item_echo_sabre_2_attack_speed_slow"           	 "ATTACK SLOW:"
"DOTA_Tooltip_Ability_item_echo_sabre_2_slow_duration"                	"SLOW DURATION:"

"DOTA_Tooltip_Ability_item_echo_sabre_3"								"Echo Sabre 3"
"DOTA_Tooltip_modifier_echo_sabre_3_debuff"								"Echo Sabre Slow"
"DOTA_Tooltip_modifier_echo_sabre_3_debuff_Description"					"Movement and attack speed reduced by 100%%"
"DOTA_Tooltip_Ability_item_echo_sabre_3_Description"			        "Passive: Causes melee attacks to attack twice in quick succession. The double attacks apply a %slow_duration% second %movement_slow%%% movement and attack speed slow on each strike."
"DOTA_Tooltip_Ability_item_echo_sabre_3_bonus_intellect"              	"+$int"
"DOTA_Tooltip_Ability_item_echo_sabre_3_bonus_strength"               	"+$str"
"DOTA_Tooltip_Ability_item_echo_sabre_3_bonus_attack_speed"           	"+$attack"
"DOTA_Tooltip_Ability_item_echo_sabre_3_bonus_damage"                 	"+$damage"
"DOTA_Tooltip_Ability_item_echo_sabre_3_bonus_mana_regen"             	"+$mana_regen"
"DOTA_Tooltip_Ability_item_echo_sabre_3_movement_slow"                	"%MOVEMENT SLOW:"
"DOTA_Tooltip_Ability_item_echo_sabre_3_attack_speed_slow"            	"ATTACK SLOW:"
"DOTA_Tooltip_Ability_item_echo_sabre_3_slow_duration"                	"SLOW DURATION:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\echo_sabre.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\eclipse_amphora.txt' begin 
"DOTA_Tooltip_Ability_item_eclipse_amphora_dummy"					"Eclipse Amphora"
"DOTA_Tooltip_Ability_item_eclipse_amphora_dummy_Description"		"<h1>Active: Mass Sleep</h1> Induce a deep sleep to all enemies withing range. Dealing damage to a sleeping unit awakens it.\n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_eclipse_amphora_dummy_radius"			"RADIUS:"
"DOTA_Tooltip_Ability_item_eclipse_amphora_dummy_duration"			"DURATION"
"DOTA_Tooltip_Ability_item_eclipse_amphora"							"Eclipse Amphora"
"DOTA_Tooltip_Ability_item_eclipse_amphora_Description"				"<h1>Active: Mass Sleep</h1> Induce a deep sleep to all enemies withing range. Dealing damage to a sleeping unit awakens it.\n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_eclipse_amphora_radius"					"RADIUS:"
"DOTA_Tooltip_Ability_item_eclipse_amphora_duration"				"DURATION"

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\eclipse_amphora.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\edible_gem.txt' begin 
"DOTA_Tooltip_ability_item_edible_gem"                	"Edible Gem of True Sight"
"DOTA_Tooltip_ability_item_edible_gem_Description"    	"On activation, gives the user true sight until death."

"DOTA_Tooltip_modifier_modifier_edible_gem_aura"		"True Sight"
"Dota_tooltip_modifier_edible_gem_aura"		        	"Edible Gem"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\edible_gem.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\fury_shield.txt' begin 
"DOTA_Tooltip_ability_item_fury_shield"									"Fury Shield"
"DOTA_Tooltip_ability_item_fury_shield_Description"						"<h1>Active: Protection</h1> Caster get %active_bonus_aspeed% bonus attack speed and %block_damage% block physical damage for %shield_duration% seconds"
"DOTA_Tooltip_ability_item_fury_shield_bonus_stats"						"+$all"
"DOTA_Tooltip_ability_item_fury_shield_active_bonus_aspeed"				"ATTACK SPEED:"
"DOTA_Tooltip_ability_item_fury_shield_shield_duration"					"DURATION:"
"DOTA_Tooltip_ability_item_fury_shield_block_damage"					"PHYS. BLOCK:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\fury_shield.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\heart_of_tarrasque.txt' begin 
"DOTA_Tooltip_Ability_item_heart_2"								"Heart of Tarrasque"
"DOTA_Tooltip_ability_item_heart_2_Description"					"<h1>Passive: Health Regeneration</h1> Restores a percentage of max health per second. If damage is taken from an enemy hero or Roshan, this ability is disabled for %cooldown_melee% seconds for melee heroes, or %cooldown_ranged_tooltip% seconds for ranged heroes."
"DOTA_Tooltip_ability_item_heart_2_Lore"						"Preserved heart of an extinct monster, it bolsters the bearer's fortitude."
"DOTA_Tooltip_ability_item_heart_2_bonus_strength"				"+$str"
"DOTA_Tooltip_ability_item_heart_2_bonus_health"				"+$health"
"DOTA_Tooltip_ability_item_heart_2_health_regen_rate"			"%HEALTH RESTORED PER SECOND:"

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\heart_of_tarrasque.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\heavens_halberd.txt' begin 
"DOTA_Tooltip_Ability_item_heavens_halberd_2"							"Heaven's Halberd"
"DOTA_Tooltip_ability_item_heavens_halberd_2_Description"				"<h1>Active: Disarm</h1> Prevents a target from attacking. Lasts %disarm_melee% seconds on melee targets, and %disarm_range% seconds on ranged targets.\n<h1>Passive: Lesser Maim</h1> Each attack has a chance to slow the enemy's movement and attack speed for %maim_duration% seconds.\n\nStacks diminishingly with other sources of Evasion."
"DOTA_Tooltip_ability_item_heavens_halberd_2_Lore"						"This halberd moves with the speed of a smaller weapon, allowing the bearer to win duels that a heavy edge would not."
"DOTA_Tooltip_ability_item_heavens_halberd_Note0"						"Disarm can only be removed with spell immunity."
"DOTA_Tooltip_ability_item_heavens_halberd_2_bonus_evasion"				"%+$evasion"
"DOTA_Tooltip_ability_item_heavens_halberd_2_maim_chance"				"%MAIM CHANCE:"
"DOTA_Tooltip_ability_item_heavens_halberd_2_maim_movement_speed"		"%MAIM MOVEMENT SLOW:"
"DOTA_Tooltip_ability_item_heavens_halberd_2_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_heavens_halberd_2_bonus_strength"			"+$str"
"DOTA_Tooltip_ability_item_heavens_halberd_maim_attack_speed"			"MAIM ATTACK SLOW:"
"DOTA_Tooltip_ability_item_heavens_halberd_maim_duration"				"MAIM DURATION:"
"DOTA_Tooltip_ability_item_heavens_halberd_disarm_range"				"DISARM RANGED DURATION:"
"DOTA_Tooltip_ability_item_heavens_halberd_disarm_melee"				"DISARM MELEE DURATION:"
"DOTA_Tooltip_ability_item_heavens_halberd_disarm_cast_range_tooltip"	"DISARM CAST RANGE:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\heavens_halberd.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\holy_book.txt' begin 
"DOTA_Tooltip_Ability_item_holy_book"								"Holy Book"
"DOTA_Tooltip_Ability_item_holy_book_Description"					"Passive: Lesser Split-Shot - Deals a percentage of your attack damage in an area around the enemy unit. Deal 1/4 damage for illusion. Every next holy book deals 2.5 times less damage."
"DOTA_Tooltip_Ability_item_holy_book_bonus_int"						"+$int"
"DOTA_Tooltip_Ability_item_holy_book_radius"						"RADIUS:"
"DOTA_Tooltip_Ability_item_holy_book_damage_percent"				"%DAMAGE:"

"DOTA_Tooltip_Ability_item_holy_book_2"								"Holy Book"
"DOTA_Tooltip_Ability_item_holy_book_2_Description"					"Passive: Greater Split-Shot - Deals a percentage of your attack damage in an area around the enemy unit. Deal 1/4 damage for illusion. Every next holy book deal 2.5 times less damage."
"DOTA_Tooltip_Ability_item_holy_book_2_bonus_int"					"+$int"
"DOTA_Tooltip_Ability_item_holy_book_2_bonus_armor"					"+$armor"
"DOTA_Tooltip_Ability_item_holy_book_2_bonus_attackspeed"			"+$attack"	
"DOTA_Tooltip_Ability_item_holy_book_2_bonus_attack"				"+$damage"	
"DOTA_Tooltip_Ability_item_holy_book_2_bonus_manaregen"				"+$mana_regen"
"DOTA_Tooltip_Ability_item_holy_book_2_bonus_int"					"+$int"
"DOTA_Tooltip_Ability_item_holy_book_2_radius"						"RADIUS:"
"DOTA_Tooltip_Ability_item_holy_book_2_damage_percent"				"%DAMAGE:"
"DOTA_Tooltip_Ability_item_holy_book_2_bonus_speed"					"+$move_speed"
"DOTA_Tooltip_Ability_item_holy_book_2_bonus_agility"				"+$agi"

"DOTA_Tooltip_Ability_item_burning_book"							"Burning Book"
"DOTA_Tooltip_Ability_item_burning_book_Description"				"Passive: Split-Shot - Deals a percentage of attack damage in an area around the enemy unit. Deal 1/4 damage for illusion. Every further book deal 2.5 times less damage."
"DOTA_Tooltip_Ability_item_burning_book_bonus_int"					"+$int"
"DOTA_Tooltip_Ability_item_burning_book_bonus_armor"				"+$armor"
"DOTA_Tooltip_Ability_item_burning_book_bonus_attackspeed"			"+$attack"	
"DOTA_Tooltip_Ability_item_burning_book_bonus_attack"				"+$damage"	
"DOTA_Tooltip_Ability_item_burning_book_bonus_manaregen"			"%+$mana_regen"
"DOTA_Tooltip_Ability_item_burning_book_bonus_int"					"+$int"
"DOTA_Tooltip_Ability_item_burning_book_radius"						"RADIUS:"
"DOTA_Tooltip_Ability_item_burning_book_damage_percent"				"%DAMAGE:"
"DOTA_Tooltip_Ability_item_burning_book_bonus_speed"				"%+$move_speed"
"DOTA_Tooltip_Ability_item_burning_book_bonus_agility"				"+$agi"
"DOTA_Tooltip_Ability_item_burning_book_bonus_str"					"+$str"
"DOTA_Tooltip_Ability_item_burning_book_disarmor"					"DISARMOR:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\holy_book.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\hood_of_rage.txt' begin 
"DOTA_Tooltip_modifier_hood_of_rage_active"						"Magic Resist"

"DOTA_Tooltip_Ability_item_hood_of_rage"						"Hood Of Rage"
"DOTA_Tooltip_Ability_item_hood_of_rage_Description"			"<h1>Active: Magic Resist</h1> Provides 80 percent magic damage resistance for 4 seconds."
"DOTA_Tooltip_Ability_item_hood_of_rage_bonus_hpregen"			"+$hp_regen"
"DOTA_Tooltip_Ability_item_hood_of_rage_magic_resist"			"%+$spell_resist"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\hood_of_rage.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\icarus.txt' begin 
"DOTA_Tooltip_Ability_item_icarus"									"Icarus"
"DOTA_Tooltip_Ability_item_icarus_description"						"<h1>Passive: Critical Strike</h1> Grants each attack a chance to deal additional damage.\n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_icarus_crit_chance"						"%CHANCE:"
"DOTA_Tooltip_Ability_item_icarus_crit_bonus"						"%CRITICAL:"
"DOTA_Tooltip_Ability_item_icarus_bonus_damage"						"+$damage"
"DOTA_Tooltip_Ability_item_icarus_dummy"							"Icarus"
"DOTA_Tooltip_Ability_item_icarus_dummy_description"				"<h1>Passive: Critical Strike</h1> Grants each attack a chance to deal additional damage.\n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_icarus_dummy_crit_chance"				"%CHANCE:"
"DOTA_Tooltip_Ability_item_icarus_dummy_crit_bonus"					"%CRITICAL:"
"DOTA_Tooltip_Ability_item_icarus_dummy_bonus_damage"				"+$damage"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\icarus.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\kings_bar.txt' begin 
"DOTA_Tooltip_Ability_item_kings_bar"							"Kings Bar"
"DOTA_Tooltip_Ability_item_kings_bar_Description"				"<h1>Active: Spell Immune</h1> Grants spell immunity for 8 seconds.\n<h1>Passive: True Strike</h1> Prevents your attacks from missing."
"DOTA_Tooltip_Ability_item_kings_bar_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_kings_bar_bonus_aspeed"				"+$attack"
"DOTA_Tooltip_modifier_kings_bar_magic_immune_active"			"Magic Immune"	
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\kings_bar.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\life_catcher.txt' begin 
"DOTA_Tooltip_ability_item_life_catcher"								"Life Catcher"
"DOTA_Tooltip_ability_item_life_catcher_Description"					"<h1>Active: Life Stealing</h1>Caster steal some part of enemy life. Stealing deal damage %damage% damage + %mainstat_to_dmg%% damage from main attribute. Damage from main attribute will heal caster.\n<h1> Passive: Minder </h1>Caster get bonus experience for dealing damage to enemies. Melee hero grants doubled experience."
"DOTA_Tooltip_ability_item_life_catcher_bonus_int"						"+$int"
"DOTA_Tooltip_ability_item_life_catcher_bonus_str"						"+$str"
"DOTA_Tooltip_ability_item_life_catcher_bonus_hpregen"					"+$hp_regen"
"DOTA_Tooltip_ability_item_life_catcher_bonus_manaregen"				"+$mana_regen"
"DOTA_Tooltip_ability_item_life_catcher_bonus_damage"					"+$damage:"
"DOTA_Tooltip_ability_item_life_catcher_damage_to_exp"					"%DAMAGE TO EXP:"
"DOTA_Tooltip_ability_item_life_catcher_min_exp"						"MIN EXP:"
"DOTA_Tooltip_ability_item_life_catcher_max_exp"						"MAX EXP:"
"DOTA_Tooltip_ability_item_life_catcher_exp_cooldown"					"EXP COOLDOWN:"
"DOTA_Tooltip_ability_item_life_catcher_damage"							"LIFE STEALING DAMAGE:"
"DOTA_Tooltip_ability_item_life_catcher_mainstat_to_dmg"				"%LIFE STEALING DAMAGE FROM MAIN ATT:"
"DOTA_Tooltip_ability_item_life_catcher_projectile_speed"				"HEAL PROJECTILE SPEED:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\life_catcher.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\lightning_flash.txt' begin 
"DOTA_Tooltip_ability_item_lightning_flash"							"Lightning Flash"
"DOTA_Tooltip_ability_item_lightning_flash_Description"				"<h1>Active: Lightning Blink</h1> Teleport to a target point up to %blink_range% units away and deal damage to all nearby enemies.  If damage is taken, Lightning Dagger cannot be used for %damage_cooldown% seconds."
"DOTA_Tooltip_ability_item_lightning_flash_bonus_damage"			"+$damage"
"DOTA_Tooltip_ability_item_lightning_flash_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_lightning_flash_bonus_all_stats"			"+$all"
"DOTA_Tooltip_ability_item_lightning_flash_bonus_attack_speed"		"+$attack"
"DOTA_Tooltip_ability_item_lightning_flash_blink_range"				"BLINK RANGE:"
"DOTA_Tooltip_ability_item_lightning_flash_damage_pct"				"%DAMAGE AFTER BLINK:"
"DOTA_Tooltip_ability_item_lightning_flash_damage_range"			"DAMAGE RADIUS:"
"DOTA_Tooltip_ability_item_lightning_flash_bonus_movement_speed"	"+$move_speed"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\lightning_flash.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\linken.txt' begin 
"DOTA_Tooltip_Ability_item_sphere_2"									"Linken's Sphere"
"DOTA_Tooltip_ability_item_sphere_2_Lore"								"This magical sphere once protected one of the most famous heroes in history."
"DOTA_Tooltip_ability_item_sphere_2_bonus_all_stats"					"+$all"
"DOTA_Tooltip_ability_item_sphere_2_bonus_health_regen"					"+$hp_regen"
"DOTA_Tooltip_ability_item_sphere_2_bonus_mana_regen"					"+$mana_regen"
"DOTA_Tooltip_ability_item_sphere_2_Description"						"<h1>Passive: Spellblock</h1> Blocks most targeted spells once every %block_cooldown% seconds.\n<h1>Active: Transfer Spellblock</h1> Temporarily removes Spellblock from the item's owner and transfers it to an allied unit."

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\linken.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\magician_ring.txt' begin 
"DOTA_Tooltip_ability_item_magician_ring"								"Magician Ring"
"DOTA_Tooltip_ability_item_magician_ring_Description"					"<h1>Passive: Inspiration</h1> Reduce ability cooldown time for killed enemy hero. Gives less bonus for death enemy hero in radius."
"DOTA_Tooltip_ability_item_magician_ring_bonus_manaregen"				"+$mana_regen"
"DOTA_Tooltip_ability_item_magician_ring_bonus_armor"					"+$armor"
"DOTA_Tooltip_ability_item_magician_ring_bonus_hp_regen"				"+$hp_regen"
"DOTA_Tooltip_ability_item_magician_ring_bonus_cast_range"				"+$cast_range"
"DOTA_Tooltip_ability_item_magician_ring_aura_radius"					"RADIUS:"
"DOTA_Tooltip_ability_item_magician_ring_cooldown_reduce"				"%COOLDOWN REDUCION PER STACK:"
"DOTA_Tooltip_ability_item_magician_ring_stack_per_kill"				"STACK FOR KILL:"
"DOTA_Tooltip_ability_item_magician_ring_stack_per_assist"				"STACK FOR DEATH IN RADIUS:"
"DOTA_Tooltip_ability_item_magician_ring_max_stacks"					"MAX STACKS:"
"DOTA_Tooltip_ability_item_magician_ring_tooltip_max_cd"				"%MAX COOLDOWN REDUCION:"

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\magician_ring.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\manta_style.txt' begin 
"DOTA_Tooltip_Ability_item_manta_2"									"Manta Style"
"DOTA_Tooltip_ability_item_manta_2_Description"						"<h1>Active: Mirror Image</h1> Creates %images_count% images of your hero that last %tooltip_illusion_duration% seconds. Melee heroes have a %cooldown_melee% second cooldown on this ability, while for Ranged heroes the cooldown is %cooldown_ranged_tooltip% seconds.\n\nMelee images deal %tooltip_damage_outgoing_melee%%% damage and take %tooltip_damage_incoming_melee_total_pct%%% damage, while Ranged images deal %tooltip_damage_outgoing_ranged%%% and take %tooltip_damage_incoming_ranged_total_pct%%% damage.\n\nYasha-based movement speed bonuses from multiple items do not stack."
"DOTA_Tooltip_ability_item_manta_2_bonus_agility"					"+$agi"
"DOTA_Tooltip_ability_item_manta_2_bonus_strength"					"+$str"
"DOTA_Tooltip_ability_item_manta_2_bonus_intellect"					"+$int"
"DOTA_Tooltip_ability_item_manta_2_bonus_attack_speed"				"+$attack"
"DOTA_Tooltip_ability_item_manta_2_bonus_movement_speed"			"%+$move_speed"

"DOTA_Tooltip_Ability_item_manta_3"									"Manta Style"
"DOTA_Tooltip_ability_item_manta_3_Description"						"<h1>Active: Mirror Image</h1> Creates %images_count% images of your hero that last %tooltip_illusion_duration% seconds. Melee heroes have a %cooldown_melee% second cooldown on this ability, while for Ranged heroes the cooldown is %cooldown_ranged_tooltip% seconds.\n\nMelee images deal %tooltip_damage_outgoing_melee%%% damage and take %tooltip_damage_incoming_melee_total_pct%%% damage, while Ranged images deal %tooltip_damage_outgoing_ranged%%% and take %tooltip_damage_incoming_ranged_total_pct%%% damage.\n\nYasha-based movement speed bonuses from multiple items do not stack."
"DOTA_Tooltip_ability_item_manta_3_bonus_agility"					"+$agi"
"DOTA_Tooltip_ability_item_manta_3_bonus_strength"					"+$str"
"DOTA_Tooltip_ability_item_manta_3_bonus_intellect"					"+$int"
"DOTA_Tooltip_ability_item_manta_3_bonus_attack_speed"				"+$attack"
"DOTA_Tooltip_ability_item_manta_3_bonus_movement_speed"			"%+$move_speed"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\manta_style.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\mjollnir.txt' begin 
"DOTA_Tooltip_Ability_item_mjollnir_2"							"Mjollnir"
"DOTA_Tooltip_modifier_item_mjollnir_2_static"					"Mjollnir Static Charge"
"DOTA_Tooltip_modifier_item_mjollnir_2_static_Description"		"When attacked, there is a 20%% chance that a bolt of lightning will strike the attacker and 4 other nearby enemies."
"DOTA_Tooltip_ability_item_mjollnir_2_Description"				"<h1>Active: Static Charge</h1> Places a charged shield on a target unit which has a %static_chance%%% chance to release a shocking bolt at a nearby attacker and %static_strikes% additional enemies.\n<h1>Passive: Chain Lightning</h1> Grants a chance on attack to release a bolt of electricity that leaps between %chain_strikes% targets, dealing %chain_damage% magical damage to each.\n\nMjollnir is a Unique Attack Modifier that stacks with other Unique Attack Modifiers, but overrides them when Chain Lightning occurs."
"DOTA_Tooltip_ability_item_mjollnir_2_Lore"						"Thor's magical hammer, made for him by the dwarves Brok and Eitri."
"DOTA_Tooltip_ability_item_mjollnir_2_chain_chance"				"%CHAIN CHANCE:"
"DOTA_Tooltip_ability_item_mjollnir_2_chain_damage"				"CHAIN DAMAGE:"
"DOTA_Tooltip_ability_item_mjollnir_2_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_mjollnir_2_bonus_attack_speed"		"+$attack"


"DOTA_Tooltip_ability_item_mjollnir_2_static_chance"			"%STATIC CHANCE:"
"DOTA_Tooltip_ability_item_mjollnir_2_static_duration"			"STATIC DURATION:"
"DOTA_Tooltip_ability_item_mjollnir_2_static_damage"			"STATIC DAMAGE:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\mjollnir.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\mystic_amulet.txt' begin 
"DOTA_Tooltip_Ability_item_mystic_amulet"						"Mystic Amulet"
"DOTA_Tooltip_Ability_item_mystic_amulet_Description"			"<h1>Active: Mystic Release</h1> Deal damage to every nearby enemy. Damage depends on the current health.\n<h1>Passive: Rune Collector</h1> Grants one charge for every activated rune.\n<h1>Passive: Mystic Collector</h1> Increase armor and intellect for every charge."
"DOTA_Tooltip_Ability_item_mystic_amulet_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_mystic_amulet_bonus_int"				"+$int"
"DOTA_Tooltip_Ability_item_mystic_amulet_damage_const"			"DAMAGE:"
"DOTA_Tooltip_Ability_item_mystic_amulet_dmg_per_charge"		"%DAMAGE PER CHARGE:"
"DOTA_Tooltip_Ability_item_mystic_amulet_radius"				"RADIUS:"
"DOTA_Tooltip_Ability_item_mystic_amulet_armor_per_charge"		"ARMOR PER CHARGE:"
"DOTA_Tooltip_Ability_item_mystic_amulet_int_per_charge"		"INT PER CHARGE:"
"DOTA_Tooltip_Ability_item_mystic_amulet_max_health"			"%MAX DMG FROM HP:"
"DOTA_Tooltip_Ability_item_mystic_amulet_lost_death_tooltip"	"%LOST CHARGE ON DEATH:"
"DOTA_Tooltip_modifier_mystic_amulet_bonus"						"Mystic Collector"
"DOTA_Tooltip_modifier_mystic_amulet_bonus_Description"			"Increase armor and intellect for every stack."
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\mystic_amulet.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\octarine_core.txt' begin 
"DOTA_Tooltip_Ability_item_octarine_core_2"						"Octarine Core"
"DOTA_Tooltip_ability_item_octarine_core_2_Lore"				"At the core of spellcraft are spectrums only the very gifted can sense."
"DOTA_Tooltip_ability_item_octarine_core_2_creep_lifesteal"		"%CREEP SPELL LIFESTEAL:"
"DOTA_Tooltip_ability_item_octarine_core_2_hero_lifesteal"		"%HERO SPELL LIFESTEAL:"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_cooldown"		"%COOLDOWN REDUCTION:"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_mana_regen"	"%+$mana_regen"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_mana"			"+$mana"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_health"		"+$health"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_intelligence"	"+$int"
